row.names.df_params.	ModePrior_1	MAP_1	MaxL_1	MeanPost_1	VarPost_1	CVPost_1	MinPost_1	MaxPost_1	ModePrior_2	MAP_2	MaxL_2	MeanPost_2	VarPost_2	CVPost_2	MinPost_2	MaxPost_2	ModePrior_3	MAP_3	MaxL_3	MeanPost_3	VarPost_3	CVPost_3	MinPost_3	MaxPost_3	ModePrior_4	MAP_4	MaxL_4	MeanPost_4	VarPost_4	CVPost_4	MinPost_4	MaxPost_4	ModePrior_5	MAP_5	MaxL_5	MeanPost_5	VarPost_5	CVPost_5	MinPost_5	MaxPost_5	ModePrior_6	MAP_6	MaxL_6	MeanPost_6	VarPost_6	CVPost_6	MinPost_6	MaxPost_6	ModePrior_7	MAP_7	MaxL_7	MeanPost_7	VarPost_7	CVPost_7	MinPost_7	MaxPost_7	ModePrior_8	MAP_8	MaxL_8	MeanPost_8	VarPost_8	CVPost_8	MinPost_8	MaxPost_8	ModePrior_9	MAP_9	MaxL_9	MeanPost_9	VarPost_9	CVPost_9	MinPost_9	MaxPost_9
FWCAD	0.05	0.05	0.05	0.05	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0.05	0.05
FWCWP	0.1294	0.1294	0.1294	0.1294	0	0	0.1294	0.1294	0.1294	0.1294	0.1294	0.1294	0	0	0.1294	0.1294	0.1294	0.1294	0.1294	0.1294	0	0	0.1294	0.1294	0.1294	0.1294	0.1294	0.1294	0	0	0.1294	0.1294	0.1294	0.1294	0.1294	0.1294	0	0	0.1294	0.1294	0.1294	0.1294	0.1294	0.1294	0	0	0.1294	0.1294	0.1294	0.1294	0.1294	0.1294	0	0	0.1294	0.1294	0.1294	0.1294	0.1294	0.1294	0	0	0.1294	0.1294	0.1294	0.1294	0.1294	0.1294	0	0	0.1294	0.1294
FWCFC	0.8353	0.8353	0.8353	0.8353	0	0	0.8353	0.8353	0.8353	0.8353	0.8353	0.8353	0	0	0.8353	0.8353	0.8353	0.8353	0.8353	0.8353	0	0	0.8353	0.8353	0.8353	0.8353	0.8353	0.8353	0	0	0.8353	0.8353	0.8353	0.8353	0.8353	0.8353	0	0	0.8353	0.8353	0.8353	0.8353	0.8353	0.8353	0	0	0.8353	0.8353	0.8353	0.8353	0.8353	0.8353	0	0	0.8353	0.8353	0.8353	0.8353	0.8353	0.8353	0	0	0.8353	0.8353	0.8353	0.8353	0.8353	0.8353	0	0	0.8353	0.8353
FWCWET	0.95	0.95	0.95	0.95	0	0	0.95	0.95	0.95	0.95	0.95	0.95	0	0	0.95	0.95	0.95	0.95	0.95	0.95	0	0	0.95	0.95	0.95	0.95	0.95	0.95	0	0	0.95	0.95	0.95	0.95	0.95	0.95	0	0	0.95	0.95	0.95	0.95	0.95	0.95	0	0	0.95	0.95	0.95	0.95	0.95	0.95	0	0	0.95	0.95	0.95	0.95	0.95	0.95	0	0	0.95	0.95	0.95	0.95	0.95	0.95	0	0	0.95	0.95
<<<<<<< HEAD
WCST	0.45	0.3128	0.3108	0.3241	0.0001732	0.0406	0.2924	0.5696	0.45	0.3128	0.3108	0.3241	0.0001732	0.0406	0.2924	0.5696	0.45	0.3128	0.3108	0.3241	0.0001732	0.0406	0.2924	0.5696	0.45	0.3313	0.3228	0.3717	0.001151	0.09127	0.2857	0.5811	0.45	0.3313	0.3228	0.3717	0.001151	0.09127	0.2857	0.5811	0.45	0.3313	0.3228	0.3717	0.001151	0.09127	0.2857	0.5811	0.45	0.3125	0.3116	0.3121	0.0001971	0.04498	0.275	0.478	0.45	0.3125	0.3116	0.3121	0.0001971	0.04498	0.275	0.478	0.45	0.3125	0.3116	0.3121	0.0001971	0.04498	0.275	0.478
=======
WCST	0.45	0.3192	0.3185	0.3191	0.0001088	0.03269	0.2857	0.5432	0.45	0.3192	0.3185	0.3191	0.0001088	0.03269	0.2857	0.5432	0.45	0.3192	0.3185	0.3191	0.0001088	0.03269	0.2857	0.5432	0.45	0.3376	0.3364	0.3646	0.0004102	0.05555	0.3147	0.5502	0.45	0.3376	0.3364	0.3646	0.0004102	0.05555	0.3147	0.5502	0.45	0.3376	0.3364	0.3646	0.0004102	0.05555	0.3147	0.5502	0.45	0.3062	0.3068	0.3133	0.0001917	0.04419	0.2834	0.5122	0.45	0.3062	0.3068	0.3133	0.0001917	0.04419	0.2834	0.5122	0.45	0.3062	0.3068	0.3133	0.0001917	0.04419	0.2834	0.5122
>>>>>>> 25c54c00dd351244dc1a5d22735b73fda6becad6
WpoolMax	50	50	50	50	0	0	50	50	50	50	50	50	0	0	50	50	50	50	50	50	0	0	50	50	50	50	50	50	0	0	50	50	50	50	50	50	0	0	50	50	50	50	50	50	0	0	50	50	50	50	50	50	0	0	50	50	50	50	50	50	0	0	50	50	50	50	50	50	0	0	50	50
Dparam	0.00318	0.00318	0.00318	0.00318	0	0	0.00318	0.00318	0.00318	0.00318	0.00318	0.00318	0	0	0.00318	0.00318	0.00318	0.00318	0.00318	0.00318	0	0	0.00318	0.00318	0.00318	0.00318	0.00318	0.00318	0	0	0.00318	0.00318	0.00318	0.00318	0.00318	0.00318	0	0	0.00318	0.00318	0.00318	0.00318	0.00318	0.00318	0	0	0.00318	0.00318	0.00318	0.00318	0.00318	0.00318	0	0	0.00318	0.00318	0.00318	0.00318	0.00318	0.00318	0	0	0.00318	0.00318	0.00318	0.00318	0.00318	0.00318	0	0	0.00318	0.00318
FGAS	0.4	0.4	0.4	0.4	0	0	0.4	0.4	0.4	0.4	0.4	0.4	0	0	0.4	0.4	0.4	0.4	0.4	0.4	0	0	0.4	0.4	0.4	0.4	0.4	0.4	0	0	0.4	0.4	0.4	0.4	0.4	0.4	0	0	0.4	0.4	0.4	0.4	0.4	0.4	0	0	0.4	0.4	0.4	0.4	0.4	0.4	0	0	0.4	0.4	0.4	0.4	0.4	0.4	0	0	0.4	0.4	0.4	0.4	0.4	0.4	0	0	0.4	0.4
FO2MX	0.21	0.21	0.21	0.21	0	0	0.21	0.21	0.21	0.21	0.21	0.21	0	0	0.21	0.21	0.21	0.21	0.21	0.21	0	0	0.21	0.21	0.21	0.21	0.21	0.21	0	0	0.21	0.21	0.21	0.21	0.21	0.21	0	0	0.21	0.21	0.21	0.21	0.21	0.21	0	0	0.21	0.21	0.21	0.21	0.21	0.21	0	0	0.21	0.21	0.21	0.21	0.21	0.21	0	0	0.21	0.21	0.21	0.21	0.21	0.21	0	0	0.21	0.21
KTSNOW	65	65	65	65	0	0	65	65	65	65	65	65	0	0	65	65	65	65	65	65	0	0	65	65	65	65	65	65	0	0	65	65	65	65	65	65	0	0	65	65	65	65	65	65	0	0	65	65	65	65	65	65	0	0	65	65	65	65	65	65	0	0	65	65	65	65	65	65	0	0	65	65
Hparam	0.005592	0.005592	0.005592	0.005592	0	0	0.005592	0.005592	0.005592	0.005592	0.005592	0.005592	0	0	0.005592	0.005592	0.005592	0.005592	0.005592	0.005592	0	0	0.005592	0.005592	0.005592	0.005592	0.005592	0.005592	0	0	0.005592	0.005592	0.005592	0.005592	0.005592	0.005592	0	0	0.005592	0.005592	0.005592	0.005592	0.005592	0.005592	0	0	0.005592	0.005592	0.005592	0.005592	0.005592	0.005592	0	0	0.005592	0.005592	0.005592	0.005592	0.005592	0.005592	0	0	0.005592	0.005592	0.005592	0.005592	0.005592	0.005592	0	0	0.005592	0.005592
KRDRANAER	0.2	0.2	0.2	0.2	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0.2	0.2
<<<<<<< HEAD
KRESPHARD	0.01	0.01778	0.01771	0.01531	4.973e-05	0.4606	0.001104	0.03334	0.01	0.01778	0.01771	0.01531	4.973e-05	0.4606	0.001104	0.03334	0.01	0.01778	0.01771	0.01531	4.973e-05	0.4606	0.001104	0.03334	0.01	0.01778	0.01771	0.01531	4.973e-05	0.4606	0.001104	0.03334	0.01	0.01778	0.01771	0.01531	4.973e-05	0.4606	0.001104	0.03334	0.01	0.01778	0.01771	0.01531	4.973e-05	0.4606	0.001104	0.03334	0.01	0.01778	0.01771	0.01531	4.973e-05	0.4606	0.001104	0.03334	0.01	0.01778	0.01771	0.01531	4.973e-05	0.4606	0.001104	0.03334	0.01	0.01778	0.01771	0.01531	4.973e-05	0.4606	0.001104	0.03334
=======
KRESPHARD	0.01	0.01133	0.009339	0.01562	9.334e-05	0.6185	0.001132	0.04235	0.01	0.01133	0.009339	0.01562	9.334e-05	0.6185	0.001132	0.04235	0.01	0.01133	0.009339	0.01562	9.334e-05	0.6185	0.001132	0.04235	0.01	0.01133	0.009339	0.01562	9.334e-05	0.6185	0.001132	0.04235	0.01	0.01133	0.009339	0.01562	9.334e-05	0.6185	0.001132	0.04235	0.01	0.01133	0.009339	0.01562	9.334e-05	0.6185	0.001132	0.04235	0.01	0.01133	0.009339	0.01562	9.334e-05	0.6185	0.001132	0.04235	0.01	0.01133	0.009339	0.01562	9.334e-05	0.6185	0.001132	0.04235	0.01	0.01133	0.009339	0.01562	9.334e-05	0.6185	0.001132	0.04235
>>>>>>> 25c54c00dd351244dc1a5d22735b73fda6becad6
KRSR3H	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1
KRTOTAER	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2
KSNOW	0.035	0.035	0.035	0.035	0	0	0.035	0.035	0.035	0.035	0.035	0.035	0	0	0.035	0.035	0.035	0.035	0.035	0.035	0	0	0.035	0.035	0.035	0.035	0.035	0.035	0	0	0.035	0.035	0.035	0.035	0.035	0.035	0	0	0.035	0.035	0.035	0.035	0.035	0.035	0	0	0.035	0.035	0.035	0.035	0.035	0.035	0	0	0.035	0.035	0.035	0.035	0.035	0.035	0	0	0.035	0.035	0.035	0.035	0.035	0.035	0	0	0.035	0.035
LAMBDAsoil	172800	172800	172800	172800	0	0	172800	172800	172800	172800	172800	172800	0	0	172800	172800	172800	172800	172800	172800	0	0	172800	172800	172800	172800	172800	172800	0	0	172800	172800	172800	172800	172800	172800	0	0	172800	172800	172800	172800	172800	172800	0	0	172800	172800	172800	172800	172800	172800	0	0	172800	172800	172800	172800	172800	172800	0	0	172800	172800	172800	172800	172800	172800	0	0	172800	172800
LDT50A	1.34	1.34	1.34	1.34	0	0	1.34	1.34	1.34	1.34	1.34	1.34	0	0	1.34	1.34	1.34	1.34	1.34	1.34	0	0	1.34	1.34	1.34	1.34	1.34	1.34	0	0	1.34	1.34	1.34	1.34	1.34	1.34	0	0	1.34	1.34	1.34	1.34	1.34	1.34	0	0	1.34	1.34	1.34	1.34	1.34	1.34	0	0	1.34	1.34	1.34	1.34	1.34	1.34	0	0	1.34	1.34	1.34	1.34	1.34	1.34	0	0	1.34	1.34
LDT50B	-2.113	-2.113	-2.113	-2.113	0	0	-2.113	-2.113	-2.113	-2.113	-2.113	-2.113	0	0	-2.113	-2.113	-2.113	-2.113	-2.113	-2.113	0	0	-2.113	-2.113	-2.113	-2.113	-2.113	-2.113	0	0	-2.113	-2.113	-2.113	-2.113	-2.113	-2.113	0	0	-2.113	-2.113	-2.113	-2.113	-2.113	-2.113	0	0	-2.113	-2.113	-2.113	-2.113	-2.113	-2.113	0	0	-2.113	-2.113	-2.113	-2.113	-2.113	-2.113	0	0	-2.113	-2.113	-2.113	-2.113	-2.113	-2.113	0	0	-2.113	-2.113
LT50MN	-26.68	-26.68	-26.68	-26.68	0	0	-26.68	-26.68	-26.68	-26.68	-26.68	-26.68	0	0	-26.68	-26.68	-26.68	-26.68	-26.68	-26.68	0	0	-26.68	-26.68	-26.68	-26.68	-26.68	-26.68	0	0	-26.68	-26.68	-26.68	-26.68	-26.68	-26.68	0	0	-26.68	-26.68	-26.68	-26.68	-26.68	-26.68	0	0	-26.68	-26.68	-26.68	-26.68	-26.68	-26.68	0	0	-26.68	-26.68	-26.68	-26.68	-26.68	-26.68	0	0	-26.68	-26.68	-26.68	-26.68	-26.68	-26.68	0	0	-26.68	-26.68
LT50MX	-4.789	-4.789	-4.789	-4.789	0	0	-4.789	-4.789	-4.789	-4.789	-4.789	-4.789	0	0	-4.789	-4.789	-4.789	-4.789	-4.789	-4.789	0	0	-4.789	-4.789	-4.789	-4.789	-4.789	-4.789	0	0	-4.789	-4.789	-4.789	-4.789	-4.789	-4.789	0	0	-4.789	-4.789	-4.789	-4.789	-4.789	-4.789	0	0	-4.789	-4.789	-4.789	-4.789	-4.789	-4.789	0	0	-4.789	-4.789	-4.789	-4.789	-4.789	-4.789	0	0	-4.789	-4.789	-4.789	-4.789	-4.789	-4.789	0	0	-4.789	-4.789
RATEDMX	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2
reHardRedDay	145	145	145	145	0	0	145	145	145	145	145	145	0	0	145	145	145	145	145	145	0	0	145	145	145	145	145	145	0	0	145	145	145	145	145	145	0	0	145	145	145	145	145	145	0	0	145	145	145	145	145	145	0	0	145	145	145	145	145	145	0	0	145	145	145	145	145	145	0	0	145	145
RHOnewSnow	100	100	100	100	0	0	100	100	100	100	100	100	0	0	100	100	100	100	100	100	0	0	100	100	100	100	100	100	0	0	100	100	100	100	100	100	0	0	100	100	100	100	100	100	0	0	100	100	100	100	100	100	0	0	100	100	100	100	100	100	0	0	100	100	100	100	100	100	0	0	100	100
RHOpack	0.02	0.02	0.02	0.02	0	0	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0.02	0.02
SWret	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1
SWrf	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01
THARDMX	14.71	14.71	14.71	14.71	0	0	14.71	14.71	14.71	14.71	14.71	14.71	0	0	14.71	14.71	14.71	14.71	14.71	14.71	0	0	14.71	14.71	14.71	14.71	14.71	14.71	0	0	14.71	14.71	14.71	14.71	14.71	14.71	0	0	14.71	14.71	14.71	14.71	14.71	14.71	0	0	14.71	14.71	14.71	14.71	14.71	14.71	0	0	14.71	14.71	14.71	14.71	14.71	14.71	0	0	14.71	14.71	14.71	14.71	14.71	14.71	0	0	14.71	14.71
TmeltFreeze	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrainSnow	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01
TsurfDiff	0.6228	0.6228	0.6228	0.6228	0	0	0.6228	0.6228	0.6228	0.6228	0.6228	0.6228	0	0	0.6228	0.6228	0.6228	0.6228	0.6228	0.6228	0	0	0.6228	0.6228	0.6228	0.6228	0.6228	0.6228	0	0	0.6228	0.6228	0.6228	0.6228	0.6228	0.6228	0	0	0.6228	0.6228	0.6228	0.6228	0.6228	0.6228	0	0	0.6228	0.6228	0.6228	0.6228	0.6228	0.6228	0	0	0.6228	0.6228	0.6228	0.6228	0.6228	0.6228	0	0	0.6228	0.6228	0.6228	0.6228	0.6228	0.6228	0	0	0.6228	0.6228
<<<<<<< HEAD
KLUETILG	0.5	0.2686	0.2948	0.4051	0.03235	0.444	0.02074	0.8416	0.5	0.2686	0.2948	0.4051	0.03235	0.444	0.02074	0.8416	0.5	0.2686	0.2948	0.4051	0.03235	0.444	0.02074	0.8416	0.5	0.2686	0.2948	0.4051	0.03235	0.444	0.02074	0.8416	0.5	0.2686	0.2948	0.4051	0.03235	0.444	0.02074	0.8416	0.5	0.2686	0.2948	0.4051	0.03235	0.444	0.02074	0.8416	0.5	0.2686	0.2948	0.4051	0.03235	0.444	0.02074	0.8416	0.5	0.2686	0.2948	0.4051	0.03235	0.444	0.02074	0.8416	0.5	0.2686	0.2948	0.4051	0.03235	0.444	0.02074	0.8416
FRTILGG1I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAYLG1G2	0.55	0.5693	0.5701	0.5478	0.0005805	0.04398	0.5002	0.5957	0.55	0.5693	0.5701	0.5478	0.0005805	0.04398	0.5002	0.5957	0.55	0.5693	0.5701	0.5478	0.0005805	0.04398	0.5002	0.5957	0.55	0.5693	0.5701	0.5478	0.0005805	0.04398	0.5002	0.5957	0.55	0.5693	0.5701	0.5478	0.0005805	0.04398	0.5002	0.5957	0.55	0.5693	0.5701	0.5478	0.0005805	0.04398	0.5002	0.5957	0.55	0.5693	0.5701	0.5478	0.0005805	0.04398	0.5002	0.5957	0.55	0.5693	0.5701	0.5478	0.0005805	0.04398	0.5002	0.5957	0.55	0.5693	0.5701	0.5478	0.0005805	0.04398	0.5002	0.5957
RGRTG1G2	0.6	0.4222	0.4138	0.6501	0.01999	0.2175	0.188	0.9834	0.6	0.4222	0.4138	0.6501	0.01999	0.2175	0.188	0.9834	0.6	0.4222	0.4138	0.6501	0.01999	0.2175	0.188	0.9834	0.6	0.4222	0.4138	0.6501	0.01999	0.2175	0.188	0.9834	0.6	0.4222	0.4138	0.6501	0.01999	0.2175	0.188	0.9834	0.6	0.4222	0.4138	0.6501	0.01999	0.2175	0.188	0.9834	0.6	0.4222	0.4138	0.6501	0.01999	0.2175	0.188	0.9834	0.6	0.4222	0.4138	0.6501	0.01999	0.2175	0.188	0.9834	0.6	0.4222	0.4138	0.6501	0.01999	0.2175	0.188	0.9834
RDRTMIN	0.01	0.005569	0.004391	0.006526	5.507e-06	0.3596	0.0009531	0.0139	0.01	0.005569	0.004391	0.006526	5.507e-06	0.3596	0.0009531	0.0139	0.01	0.005569	0.004391	0.006526	5.507e-06	0.3596	0.0009531	0.0139	0.01	0.005569	0.004391	0.006526	5.507e-06	0.3596	0.0009531	0.0139	0.01	0.005569	0.004391	0.006526	5.507e-06	0.3596	0.0009531	0.0139	0.01	0.005569	0.004391	0.006526	5.507e-06	0.3596	0.0009531	0.0139	0.01	0.005569	0.004391	0.006526	5.507e-06	0.3596	0.0009531	0.0139	0.01	0.005569	0.004391	0.006526	5.507e-06	0.3596	0.0009531	0.0139	0.01	0.005569	0.004391	0.006526	5.507e-06	0.3596	0.0009531	0.0139
TVERN	4	6.069	5.996	5.927	0.3246	0.09613	3.276	7.538	4	6.069	5.996	5.927	0.3246	0.09613	3.276	7.538	4	6.069	5.996	5.927	0.3246	0.09613	3.276	7.538	4	6.069	5.996	5.927	0.3246	0.09613	3.276	7.538	4	6.069	5.996	5.927	0.3246	0.09613	3.276	7.538	4	6.069	5.996	5.927	0.3246	0.09613	3.276	7.538	4	6.069	5.996	5.927	0.3246	0.09613	3.276	7.538	4	6.069	5.996	5.927	0.3246	0.09613	3.276	7.538	4	6.069	5.996	5.927	0.3246	0.09613	3.276	7.538
TVERND	21	20.3	19.77	20.29	6.562	0.1262	14.67	27.1	21	20.3	19.77	20.29	6.562	0.1262	14.67	27.1	21	20.3	19.77	20.29	6.562	0.1262	14.67	27.1	21	20.3	19.77	20.29	6.562	0.1262	14.67	27.1	21	20.3	19.77	20.29	6.562	0.1262	14.67	27.1	21	20.3	19.77	20.29	6.562	0.1262	14.67	27.1	21	20.3	19.77	20.29	6.562	0.1262	14.67	27.1	21	20.3	19.77	20.29	6.562	0.1262	14.67	27.1	21	20.3	19.77	20.29	6.562	0.1262	14.67	27.1
AGEH	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8
KAGE	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458
RDRROOT	0.003	0.006082	0.005959	0.005089	8.398e-07	0.1801	0.001869	0.007962	0.003	0.006082	0.005959	0.005089	8.398e-07	0.1801	0.001869	0.007962	0.003	0.006082	0.005959	0.005089	8.398e-07	0.1801	0.001869	0.007962	0.003	0.006082	0.005959	0.005089	8.398e-07	0.1801	0.001869	0.007962	0.003	0.006082	0.005959	0.005089	8.398e-07	0.1801	0.001869	0.007962	0.003	0.006082	0.005959	0.005089	8.398e-07	0.1801	0.001869	0.007962	0.003	0.006082	0.005959	0.005089	8.398e-07	0.1801	0.001869	0.007962	0.003	0.006082	0.005959	0.005089	8.398e-07	0.1801	0.001869	0.007962	0.003	0.006082	0.005959	0.005089	8.398e-07	0.1801	0.001869	0.007962
DAYLGEA	0.5	0.4448	0.4442	0.4606	0.001705	0.08966	0.4013	0.5764	0.5	0.4448	0.4442	0.4606	0.001705	0.08966	0.4013	0.5764	0.5	0.4448	0.4442	0.4606	0.001705	0.08966	0.4013	0.5764	0.5	0.4448	0.4442	0.4606	0.001705	0.08966	0.4013	0.5764	0.5	0.4448	0.4442	0.4606	0.001705	0.08966	0.4013	0.5764	0.5	0.4448	0.4442	0.4606	0.001705	0.08966	0.4013	0.5764	0.5	0.4448	0.4442	0.4606	0.001705	0.08966	0.4013	0.5764	0.5	0.4448	0.4442	0.4606	0.001705	0.08966	0.4013	0.5764	0.5	0.4448	0.4442	0.4606	0.001705	0.08966	0.4013	0.5764
DAYLRV	0.55	0.5454	0.5458	0.5565	0.001148	0.06087	0.4266	0.5983	0.55	0.5454	0.5458	0.5565	0.001148	0.06087	0.4266	0.5983	0.55	0.5454	0.5458	0.5565	0.001148	0.06087	0.4266	0.5983	0.55	0.5454	0.5458	0.5565	0.001148	0.06087	0.4266	0.5983	0.55	0.5454	0.5458	0.5565	0.001148	0.06087	0.4266	0.5983	0.55	0.5454	0.5458	0.5565	0.001148	0.06087	0.4266	0.5983	0.55	0.5454	0.5458	0.5565	0.001148	0.06087	0.4266	0.5983	0.55	0.5454	0.5458	0.5565	0.001148	0.06087	0.4266	0.5983	0.55	0.5454	0.5458	0.5565	0.001148	0.06087	0.4266	0.5983
FCOCRESMN	0.1	0.4974	0.5435	0.3689	0.02125	0.3951	0.1028	0.7686	0.1	0.4974	0.5435	0.3689	0.02125	0.3951	0.1028	0.7686	0.1	0.4974	0.5435	0.3689	0.02125	0.3951	0.1028	0.7686	0.1	0.4974	0.5435	0.3689	0.02125	0.3951	0.1028	0.7686	0.1	0.4974	0.5435	0.3689	0.02125	0.3951	0.1028	0.7686	0.1	0.4974	0.5435	0.3689	0.02125	0.3951	0.1028	0.7686	0.1	0.4974	0.5435	0.3689	0.02125	0.3951	0.1028	0.7686	0.1	0.4974	0.5435	0.3689	0.02125	0.3951	0.1028	0.7686	0.1	0.4974	0.5435	0.3689	0.02125	0.3951	0.1028	0.7686
KCRT	10	25.39	27.09	17.87	44.94	0.3751	1.412	42.59	10	25.39	27.09	17.87	44.94	0.3751	1.412	42.59	10	25.39	27.09	17.87	44.94	0.3751	1.412	42.59	10	25.39	27.09	17.87	44.94	0.3751	1.412	42.59	10	25.39	27.09	17.87	44.94	0.3751	1.412	42.59	10	25.39	27.09	17.87	44.94	0.3751	1.412	42.59	10	25.39	27.09	17.87	44.94	0.3751	1.412	42.59	10	25.39	27.09	17.87	44.94	0.3751	1.412	42.59	10	25.39	27.09	17.87	44.94	0.3751	1.412	42.59
=======
KLUETILG	0.5	0.4655	0.4539	0.512	0.01358	0.2276	0.1549	0.8221	0.5	0.4655	0.4539	0.512	0.01358	0.2276	0.1549	0.8221	0.5	0.4655	0.4539	0.512	0.01358	0.2276	0.1549	0.8221	0.5	0.4655	0.4539	0.512	0.01358	0.2276	0.1549	0.8221	0.5	0.4655	0.4539	0.512	0.01358	0.2276	0.1549	0.8221	0.5	0.4655	0.4539	0.512	0.01358	0.2276	0.1549	0.8221	0.5	0.4655	0.4539	0.512	0.01358	0.2276	0.1549	0.8221	0.5	0.4655	0.4539	0.512	0.01358	0.2276	0.1549	0.8221	0.5	0.4655	0.4539	0.512	0.01358	0.2276	0.1549	0.8221
