row.names.df_params.	ModePrior_1	MAP_1	MaxL_1	MeanPost_1	VarPost_1	CVPost_1	MinPost_1	MaxPost_1	ModePrior_2	MAP_2	MaxL_2	MeanPost_2	VarPost_2	CVPost_2	MinPost_2	MaxPost_2	ModePrior_3	MAP_3	MaxL_3	MeanPost_3	VarPost_3	CVPost_3	MinPost_3	MaxPost_3	ModePrior_4	MAP_4	MaxL_4	MeanPost_4	VarPost_4	CVPost_4	MinPost_4	MaxPost_4	ModePrior_5	MAP_5	MaxL_5	MeanPost_5	VarPost_5	CVPost_5	MinPost_5	MaxPost_5	ModePrior_6	MAP_6	MaxL_6	MeanPost_6	VarPost_6	CVPost_6	MinPost_6	MaxPost_6	ModePrior_7	MAP_7	MaxL_7	MeanPost_7	VarPost_7	CVPost_7	MinPost_7	MaxPost_7	ModePrior_8	MAP_8	MaxL_8	MeanPost_8	VarPost_8	CVPost_8	MinPost_8	MaxPost_8	ModePrior_9	MAP_9	MaxL_9	MeanPost_9	VarPost_9	CVPost_9	MinPost_9	MaxPost_9
VERNDI	20	24.65	18.97	27.33	133.7	0.4231	0.3842	68.06	20	24.65	18.97	27.33	133.7	0.4231	0.3842	68.06	20	24.65	18.97	27.33	133.7	0.4231	0.3842	68.06	20	24.99	44.03	30.93	196.5	0.4532	0.02263	81.65	20	24.99	44.03	30.93	196.5	0.4532	0.02263	81.65	20	24.99	44.03	30.93	196.5	0.4532	0.02263	81.65	20	20.61	39.19	29.92	151.7	0.4116	0.7373	85.83	20	20.61	39.19	29.92	151.7	0.4116	0.7373	85.83	20	20.61	39.19	29.92	151.7	0.4116	0.7373	85.83
LERVA	-1.13	-2.452	0.6839	-1.914	3.39	0.962	-8.133	3.649	-1.13	-2.452	0.6839	-1.914	3.39	0.962	-8.133	3.649	-1.13	-2.452	0.6839	-1.914	3.39	0.962	-8.133	3.649	-1.13	-2.452	0.6839	-1.914	3.39	0.962	-8.133	3.649	-1.13	-2.452	0.6839	-1.914	3.39	0.962	-8.133	3.649	-1.13	-2.452	0.6839	-1.914	3.39	0.962	-8.133	3.649	-1.13	-2.452	0.6839	-1.914	3.39	0.962	-8.133	3.649	-1.13	-2.452	0.6839	-1.914	3.39	0.962	-8.133	3.649	-1.13	-2.452	0.6839	-1.914	3.39	0.962	-8.133	3.649
LERVB	0.75	0.9494	1.024	1.09	0.06225	0.2288	0.4026	2.326	0.75	0.9494	1.024	1.09	0.06225	0.2288	0.4026	2.326	0.75	0.9494	1.024	1.09	0.06225	0.2288	0.4026	2.326	0.75	0.9494	1.024	1.09	0.06225	0.2288	0.4026	2.326	0.75	0.9494	1.024	1.09	0.06225	0.2288	0.4026	2.326	0.75	0.9494	1.024	1.09	0.06225	0.2288	0.4026	2.326	0.75	0.9494	1.024	1.09	0.06225	0.2288	0.4026	2.326	0.75	0.9494	1.024	1.09	0.06225	0.2288	0.4026	2.326	0.75	0.9494	1.024	1.09	0.06225	0.2288	0.4026	2.326
LERGA	-8.21	-6.415	-9.892	-6.574	4.294	0.3152	-9.927	0.02244	-8.21	-6.415	-9.892	-6.574	4.294	0.3152	-9.927	0.02244	-8.21	-6.415	-9.892	-6.574	4.294	0.3152	-9.927	0.02244	-8.21	-6.415	-9.892	-6.574	4.294	0.3152	-9.927	0.02244	-8.21	-6.415	-9.892	-6.574	4.294	0.3152	-9.927	0.02244	-8.21	-6.415	-9.892	-6.574	4.294	0.3152	-9.927	0.02244	-8.21	-6.415	-9.892	-6.574	4.294	0.3152	-9.927	0.02244	-8.21	-6.415	-9.892	-6.574	4.294	0.3152	-9.927	0.02244	-8.21	-6.415	-9.892	-6.574	4.294	0.3152	-9.927	0.02244
RDRTILMIN	0.00074	0.0005608	0.0008085	0.0008082	8.79e-08	0.3668	0.0001972	0.001957	0.00074	0.0005608	0.0008085	0.0008082	8.79e-08	0.3668	0.0001972	0.001957	0.00074	0.0005608	0.0008085	0.0008082	8.79e-08	0.3668	0.0001972	0.001957	0.00074	0.0005608	0.0008085	0.0008082	8.79e-08	0.3668	0.0001972	0.001957	0.00074	0.0005608	0.0008085	0.0008082	8.79e-08	0.3668	0.0001972	0.001957	0.00074	0.0005608	0.0008085	0.0008082	8.79e-08	0.3668	0.0001972	0.001957	0.00074	0.0005608	0.0008085	0.0008082	8.79e-08	0.3668	0.0001972	0.001957	0.00074	0.0005608	0.0008085	0.0008082	8.79e-08	0.3668	0.0001972	0.001957	0.00074	0.0005608	0.0008085	0.0008082	8.79e-08	0.3668	0.0001972	0.001957
RDRHARVMAX	0.05	0.06664	0.05882	0.04914	0.0001994	0.2873	0.01327	0.09908	0.05	0.06664	0.05882	0.04914	0.0001994	0.2873	0.01327	0.09908	0.05	0.06664	0.05882	0.04914	0.0001994	0.2873	0.01327	0.09908	0.05	0.06664	0.05882	0.04914	0.0001994	0.2873	0.01327	0.09908	0.05	0.06664	0.05882	0.04914	0.0001994	0.2873	0.01327	0.09908	0.05	0.06664	0.05882	0.04914	0.0001994	0.2873	0.01327	0.09908	0.05	0.06664	0.05882	0.04914	0.0001994	0.2873	0.01327	0.09908	0.05	0.06664	0.05882	0.04914	0.0001994	0.2873	0.01327	0.09908	0.05	0.06664	0.05882	0.04914	0.0001994	0.2873	0.01327	0.09908
FGRESSI	0.5	0.3475	0.2917	0.3684	0.008123	0.2446	0.207	0.6973	0.5	0.3475	0.2917	0.3684	0.008123	0.2446	0.207	0.6973	0.5	0.3475	0.2917	0.3684	0.008123	0.2446	0.207	0.6973	0.5	0.3475	0.2917	0.3684	0.008123	0.2446	0.207	0.6973	0.5	0.3475	0.2917	0.3684	0.008123	0.2446	0.207	0.6973	0.5	0.3475	0.2917	0.3684	0.008123	0.2446	0.207	0.6973	0.5	0.3475	0.2917	0.3684	0.008123	0.2446	0.207	0.6973	0.5	0.3475	0.2917	0.3684	0.008123	0.2446	0.207	0.6973	0.5	0.3475	0.2917	0.3684	0.008123	0.2446	0.207	0.6973
BD	1.2	1.092	1.125	1.181	0.00591	0.06507	0.9379	1.374	1.2	1.092	1.125	1.181	0.00591	0.06507	0.9379	1.374	1.2	1.092	1.125	1.181	0.00591	0.06507	0.9379	1.374	1.2	1.145	1.2	1.175	0.005651	0.06396	0.9607	1.4	1.2	1.145	1.2	1.175	0.005651	0.06396	0.9607	1.4	1.2	1.145	1.2	1.175	0.005651	0.06396	0.9607	1.4	1.2	1.288	1.276	1.215	0.005538	0.06124	0.9292	1.398	1.2	1.288	1.276	1.215	0.005538	0.06124	0.9292	1.398	1.2	1.288	1.276	1.215	0.005538	0.06124	0.9292	1.398
HARVFRD	0.2	0.1813	0.202	0.2231	0.002	0.2005	0.1094	0.3839	0.2	0.1813	0.202	0.2231	0.002	0.2005	0.1094	0.3839	0.2	0.1813	0.202	0.2231	0.002	0.2005	0.1094	0.3839	0.2	0.1813	0.202	0.2231	0.002	0.2005	0.1094	0.3839	0.2	0.1813	0.202	0.2231	0.002	0.2005	0.1094	0.3839	0.2	0.1813	0.202	0.2231	0.002	0.2005	0.1094	0.3839	0.2	0.1813	0.202	0.2231	0.002	0.2005	0.1094	0.3839	0.2	0.1813	0.202	0.2231	0.002	0.2005	0.1094	0.3839	0.2	0.1813	0.202	0.2231	0.002	0.2005	0.1094	0.3839
EBIOMAX	131	131	131	131	0	0	131	131	131	131	131	131	0	0	131	131	131	131	131	131	0	0	131	131	131	131	131	131	0	0	131	131	131	131	131	131	0	0	131	131	131	131	131	131	0	0	131	131	131	131	131	131	0	0	131	131	131	131	131	131	0	0	131	131	131	131	131	131	0	0	131	131
KTIL	1000	1198	1430	1185	76250	0.233	210.5	1971	1000	1198	1430	1185	76250	0.233	210.5	1971	1000	1198	1430	1185	76250	0.233	210.5	1971	1000	1198	1430	1185	76250	0.233	210.5	1971	1000	1198	1430	1185	76250	0.233	210.5	1971	1000	1198	1430	1185	76250	0.233	210.5	1971	1000	1198	1430	1185	76250	0.233	210.5	1971	1000	1198	1430	1185	76250	0.233	210.5	1971	1000	1198	1430	1185	76250	0.233	210.5	1971
RDRWMAX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BASALI	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1
ABASAL	0.001	0.00113	0.00129	0.001024	9.817e-08	0.306	0.0001603	0.00194	0.001	0.00113	0.00129	0.001024	9.817e-08	0.306	0.0001603	0.00194	0.001	0.00113	0.00129	0.001024	9.817e-08	0.306	0.0001603	0.00194	0.001	0.00113	0.00129	0.001024	9.817e-08	0.306	0.0001603	0.00194	0.001	0.00113	0.00129	0.001024	9.817e-08	0.306	0.0001603	0.00194	0.001	0.00113	0.00129	0.001024	9.817e-08	0.306	0.0001603	0.00194	0.001	0.00113	0.00129	0.001024	9.817e-08	0.306	0.0001603	0.00194	0.001	0.00113	0.00129	0.001024	9.817e-08	0.306	0.0001603	0.00194	0.001	0.00113	0.00129	0.001024	9.817e-08	0.306	0.0001603	0.00194
TVERNDMN	7	6.811	8.326	6.692	5.371	0.3463	0.4979	13.84	7	6.811	8.326	6.692	5.371	0.3463	0.4979	13.84	7	6.811	8.326	6.692	5.371	0.3463	0.4979	13.84	7	6.811	8.326	6.692	5.371	0.3463	0.4979	13.84	7	6.811	8.326	6.692	5.371	0.3463	0.4979	13.84	7	6.811	8.326	6.692	5.371	0.3463	0.4979	13.84	7	6.811	8.326	6.692	5.371	0.3463	0.4979	13.84	7	6.811	8.326	6.692	5.371	0.3463	0.4979	13.84	7	6.811	8.326	6.692	5.371	0.3463	0.4979	13.84
DAYLGEMN	0.5	0.4062	0.3405	0.4095	0.0273	0.4035	0.02216	0.9293	0.5	0.4062	0.3405	0.4095	0.0273	0.4035	0.02216	0.9293	0.5	0.4062	0.3405	0.4095	0.0273	0.4035	0.02216	0.9293	0.5	0.4062	0.3405	0.4095	0.0273	0.4035	0.02216	0.9293	0.5	0.4062	0.3405	0.4095	0.0273	0.4035	0.02216	0.9293	0.5	0.4062	0.3405	0.4095	0.0273	0.4035	0.02216	0.9293	0.5	0.4062	0.3405	0.4095	0.0273	0.4035	0.02216	0.9293	0.5	0.4062	0.3405	0.4095	0.0273	0.4035	0.02216	0.9293	0.5	0.4062	0.3405	0.4095	0.0273	0.4035	0.02216	0.9293
RGRSTUB	0.2	0.1032	0.2071	0.1106	0.003469	0.5326	0.004967	0.3959	0.2	0.1032	0.2071	0.1106	0.003469	0.5326	0.004967	0.3959	0.2	0.1032	0.2071	0.1106	0.003469	0.5326	0.004967	0.3959	0.2	0.1032	0.2071	0.1106	0.003469	0.5326	0.004967	0.3959	0.2	0.1032	0.2071	0.1106	0.003469	0.5326	0.004967	0.3959	0.2	0.1032	0.2071	0.1106	0.003469	0.5326	0.004967	0.3959	0.2	0.1032	0.2071	0.1106	0.003469	0.5326	0.004967	0.3959	0.2	0.1032	0.2071	0.1106	0.003469	0.5326	0.004967	0.3959	0.2	0.1032	0.2071	0.1106	0.003469	0.5326	0.004967	0.3959
